ICAO;IATA;Name;City;Country;Lattitude Degrees;Lattitude Minutes;Lattitude Seconds;Lattitude Direction;Longitude Degrees;Longitude Minutes;Longitude Seconds;Longitude Direction;Altitude
NZNY;N/A;N/A;HORNBY;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOA;N/A;N/A;OMARAMA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOD;N/A;N/A;WOOEND;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOG;N/A;N/A;OTAGO HARBOUR;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOH;N/A;OHAKEA;OHAKEA;NEW ZEALAND;40;12;21;S;175;23;16;E;50
NZOI;N/A;N/A;MOTITI ISLAND;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOK;PCN;N/A;PICTON;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOM;N/A;N/A;OMAKA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOO;N/A;N/A;OTOROHANGA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOP;N/A;N/A;OPOTIKI;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOR;N/A;N/A;OHURA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOT;N/A;N/A;WESTPOINT;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZOU;OAM;OAMARU;OAMARU;NEW ZEALAND;44;58;12;S;171;4;54;E;31
NZOX;N/A;N/A;OKIWI STATION;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZPA;N/A;N/A;PAHIATUA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZPH;N/A;N/A;PAIHIA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZPM;PMR;PALMERSTON NORTH;PALMERSTON NORTH;NEW ZEALAND;40;19;14;S;175;37;1;E;47
NZPP;PPQ;PARAPARAUMU;PARAPARAUMU;NEW ZEALAND;40;54;17;S;174;59;21;E;7
NZPT;N/A;N/A;PETONE;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZPU;N/A;N/A;PORIRUA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZPW;N/A;N/A;PORIRUA HARBOUR;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZPY;N/A;N/A;PUYSEGUR POINT;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZQN;ZQN;QUEENSTOWN;QUEENSTOWN INTERNATIONAL;NEW ZEALAND;45;1;16;S;168;44;21;E;357
NZQT;N/A;N/A;QUINTIN;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRA;N/A;N/A;RAGLAN;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRC;N/A;N/A;RYAN'S CREEK;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRG;N/A;N/A;RANGIOTU;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRH;N/A;N/A;RAETIHI;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRK;N/A;N/A;RANIATAIKI;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRN;N/A;N/A;RAOUL ISLAND;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRO;ROT;ROTORUA;ROTORUA;NEW ZEALAND;38;6;33;S;176;19;2;E;285
NZRR;N/A;N/A;RIVERTON;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRT;N/A;N/A;RANGIORA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRU;N/A;WAIOURU;WAIOURU;NEW ZEALAND;39;26;47;S;175;39;30;E;819
NZRV;N/A;N/A;REEVE;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRW;N/A;N/A;RUAWAI;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRX;N/A;N/A;ROXBURGH;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZRY;N/A;N/A;MOUNT MARY;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZSD;N/A;N/A;STRATFORD;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZSG;N/A;N/A;SCARGILL;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZSJ;N/A;N/A;KENSINGTON PARK;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZSP;N/A;SOUTH POLE STATION;STEPHEN'S ISLAND;NEW ZEALAND;89;59;59;S;0;0;0;E;2835
NZSY;N/A;N/A;SURREY;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTA;N/A;N/A;TE AROHA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTE;N/A;N/A;TE KOWHAI;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTG;TRG;TAURANGA;TAURANGA;NEW ZEALAND;37;40;19;S;176;11;46;E;4
NZTH;N/A;N/A;THAMES;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTK;TKF;N/A;TAKAKA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTL;N/A;N/A;LAKE TEKAPO;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTM;N/A;N/A;TAUMARUNUI;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTN;N/A;N/A;TURANGI;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTO;N/A;N/A;TOKOROA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTS;N/A;N/A;TAHAROA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTT;N/A;N/A;TAIERI;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTU;TIU;TIMARU;TIMARU;NEW ZEALAND;44;18;10;S;171;13;31;E;28
NZTW;N/A;N/A;TAURANGA WATER;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTY;N/A;N/A;TITAHI BAY;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZTZ;TEU;N/A;TE ANAU;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZUK;N/A;PUKAKI;PUKAKI;NEW ZEALAND;44;14;6;S;170;7;6;E;481
NZUN;N/A;N/A;PAUANUI;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZVL;N/A;N/A;MANDEVILLE;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZVR;N/A;N/A;VALLEY ROAD;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZWA;N/A;N/A;CHATHAM ISLAND;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZWB;BHE;WOODBOURNE;WOODBOURNE;NEW ZEALAND;41;31;6;S;173;52;13;E;34
NZWC;N/A;N/A;WAIMEA ESTUARY NELSON;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZWD;N/A;MCMURDO STATION;WEYDON;NEW ZEALAND;77;53;0;S;166;39;0;E;13
NZWF;WKA;WANAKA;WANAKA;NEW ZEALAND;44;43;31;S;169;14;35;E;349
NZWG;N/A;WIGRAM;WIGRAM;NEW ZEALAND;43;33;4;S;172;33;10;E;23
NZWI;N/A;N/A;WAIUKU;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZWK;WHK;WHAKATANE;WHAKATANE;NEW ZEALAND;37;55;14;S;176;54;51;E;7
NZWL;N/A;N/A;WEST MELTON;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZWM;N/A;N/A;WAIMATE;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZWN;WLG;WELLINGTON INTERNATIONAL;WELLINGTON;NEW ZEALAND;41;19;38;S;174;48;19;E;13
NZWO;N/A;WAIROA;WAIROA;NEW ZEALAND;39;0;25;S;177;24;24;E;13
NZWP;N/A;WHENUAPAI;WHENUAPAI;NEW ZEALAND;36;47;16;S;174;37;49;E;31
NZWR;WRE;WHANGAREI;WHANGAREI;NEW ZEALAND;35;46;6;S;174;21;54;E;41
NZWS;WSZ;WESTPORT;WESTPORT;NEW ZEALAND;41;44;17;S;171;34;51;E;4
NZWT;N/A;N/A;WHITIANGA;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZWU;WAG;WANGANUI;WANGANUI;NEW ZEALAND;39;57;44;S;175;1;31;E;9
NZWV;N/A;N/A;WAIHI BEACH;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZWY;N/A;N/A;WAVERLEY;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZX?;N/A;N/A;LAKE TE ANAU;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZYH;N/A;N/A;WAITEMATA HARBOUR;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZYK;N/A;N/A;MONTEREY PARK;NEW ZEALAND;0;0;0;U;0;0;0;U;0
NZYP;N/A;N/A;WAIPUKURAU;NEW ZEALAND;0;0;0;U;0;0;0;U;0
OAAD;N/A;N/A;AMDAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAAK;N/A;N/A;ANDKHOI;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAAS;N/A;N/A;ASMAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OABD;N/A;N/A;BEHSOOD;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OABG;N/A;N/A;BAGHLAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OABK;N/A;N/A;BANDKAMALKHAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OABN;BIM;N/A;BAMYAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OABR;N/A;N/A;BAMAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OABS;N/A;N/A;SARDAY;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OABT;BST;N/A;BOST;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OACB;N/A;N/A;CHARBURJAK;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OACC;CCN;N/A;CHAKHCHARAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OADO;N/A;N/A;DAWLATABAD;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OADV;N/A;N/A;DEVAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OADW;N/A;N/A;WAZAKHWA;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OADZ;N/A;N/A;DARWAZ;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAEK;N/A;N/A;KESHIM;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAEM;N/A;N/A;ESHKASHEM;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAEQ;N/A;N/A;ISLAM QALA;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAFG;N/A;N/A;KHOST-O-FERING;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAFR;FAH;N/A;FARAH;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAFZ;FBD;N/A;FAIZABAD;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAGA;N/A;N/A;GHAZIABAD;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAGD;N/A;N/A;GADER;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAGL;N/A;N/A;GULISTAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAGM;N/A;N/A;GHELMEEN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAGN;N/A;N/A;GHAZNI;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAGS;N/A;N/A;GASAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAGZ;GRG;N/A;GARDEZ;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAHE;N/A;N/A;HARZAT EMAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAHJ;N/A;N/A;HAJIGAK;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAHN;KWH;N/A;KHWAHAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAHR;HEA;HERAT;HERAT;AFGHANISTAN;34;12;35;N;62;13;40;E;978
OAJL;JAA;JALALABAD;JALALABAD;AFGHANISTAN;34;23;57;N;70;29;58;E;553
OAJS;N/A;N/A;JABUL SARAJ;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAJW;N/A;N/A;JAWAND;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAKA;N/A;N/A;KOBAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAKB;KBL;KABUL INTERNATIONAL;KABUL;AFGHANISTAN;34;33;57;N;69;12;44;E;1792
OAKD;N/A;N/A;KAMDESH;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAKG;N/A;N/A;KOJAGHAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAKJ;N/A;N/A;KAJAKI;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAKL;N/A;N/A;KONMJAK-I-LOGAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAKN;KDH;KANDAHAR;KANDAHAR;AFGHANISTAN;31;30;21;N;65;50;52;E;1015
OAKR;N/A;N/A;KALDAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAKS;KHT;N/A;KHOST;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAKT;N/A;N/A;KALAT;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAKZ;N/A;N/A;KAREZ-I-MIR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OALG;N/A;N/A;LOGAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OALL;N/A;N/A;LAL;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OALN;N/A;N/A;LAGHMAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAMK;N/A;N/A;MUKUR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAMN;MMZ;MAIMANA;MAIMAMA;AFGHANISTAN;35;56;3;N;64;45;33;E;820
OAMS;MZR;MAZAR I SHARIF;MAZAR-I-SHARIF;AFGHANISTAN;36;42;25;N;67;12;33;E;392
OAMT;N/A;N/A;MUNTA;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OANR;N/A;N/A;NAWOR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OANS;N/A;N/A;SALANG-I-SHAMALI;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAOB;N/A;N/A;OBEH;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAOG;N/A;N/A;URGOON;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAOO;N/A;N/A;DESHOO;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAPG;N/A;N/A;PAGHMAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAPJ;N/A;N/A;PAN JAO;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAQD;N/A;N/A;QADES;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAQK;N/A;N/A;QALA-I-NYAZKHAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAQM;N/A;N/A;KRON MONJAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAQN;N/A;N/A;QALA-I-NAW;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAQQ;N/A;N/A;QARQIN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAQR;N/A;N/A;QAISAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OARG;N/A;N/A;URUZGAN;TURKEY;0;0;0;U;0;0;0;U;0
OARM;N/A;N/A;DILARAM;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OARP;N/A;N/A;RIMPA;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OASB;N/A;N/A;SAROBI;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OASD;N/A;SHINDAND;SHINDAND;AFGHANISTAN;33;23;28;N;62;15;39;E;1151
OASG;N/A;SHEBERGHAN;SHEBERGHAN;AFGHANISTAN;36;45;1;N;65;54;44;E;321
OASK;N/A;N/A;SERKA;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OASL;N/A;N/A;SALAM;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OASN;SGA;N/A;SHEGHNAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OASP;N/A;N/A;SARE PUL;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OASR;N/A;N/A;SABAR;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OASS;N/A;N/A;SALANG-I-JUNUBI;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAST;N/A;N/A;SHUR TEPA;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OATD;N/A;N/A;TOORGHONDI;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OATG;N/A;N/A;TASHKURGHAN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OATK;N/A;N/A;KOTAL;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OATN;N/A;N/A;TEREEN;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OATQ;N/A;TALULQAN;TALUQAN;AFGHANISTAN;36;46;30;N;69;31;57;E;2591
OATW;N/A;N/A;TEWARA;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OATZ;N/A;N/A;TESAAK;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAUZ;UND;KUNDUZ;KUNDUZ;AFGHANISTAN;36;39;54;N;68;54;39;E;435
OAWU;N/A;N/A;WURTACH;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAWZ;N/A;N/A;WAZIRABAD;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAYQ;N/A;N/A;YANGI QALA;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAZB;N/A;N/A;ZEBAK;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OAZJ;ZAJ;N/A;ZARANJ;AFGHANISTAN;0;0;0;U;0;0;0;U;0
OBBI;BAH;BAHRAIN INTERNATIONAL;BAHRAIN;BAHRAIN;26;16;15;N;50;38;1;E;2
OBBS;N/A;SHAIKH ISA;BAHRAIN;BAHRAIN;25;55;6;N;50;35;26;E;42
ODAA;ADE;N/A;ADEN;YEMEN;0;0;0;U;0;0;0;U;0
ODAB;BHN;N/A;BEIHAN;YEMEN;0;0;0;U;0;0;0;U;0
ODAC;N/A;N/A;ADEN FIR;YEMEN;0;0;0;U;0;0;0;U;0
ODAG;AAY;N/A;AL GHAIDA;YEMEN;0;0;0;U;0;0;0;U;0
ODAH;N/A;N/A;MAREIB;YEMEN;0;0;0;U;0;0;0;U;0
ODAK;N/A;N/A;ALKHASHAA;YEMEN;0;0;0;U;0;0;0;U;0
ODAM;UKR;N/A;MUKEIRAS;YEMEN;0;0;0;U;0;0;0;U;0
ODAP;N/A;N/A;PERIM;YEMEN;0;0;0;U;0;0;0;U;0
ODAQ;IHN;N/A;QISHAN;YEMEN;0;0;0;U;0;0;0;U;0
ODAR;RIY;N/A;RIYAN;YEMEN;0;0;0;U;0;0;0;U;0
ODAS;N/A;N/A;ABBS;YEMEN;0;0;0;U;0;0;0;U;0
ODAT;AXK;N/A;ATAQ;YEMEN;0;0;0;U;0;0;0;U;0
ODAW;N/A;N/A;AIWAH;YEMEN;0;0;0;U;0;0;0;U;0
ODBI;N/A;N/A;ALBAAYDA;YEMEN;0;0;0;U;0;0;0;U;0
ODBQ;N/A;N/A;EL-BOUGH;YEMEN;0;0;0;U;0;0;0;U;0
ODBR;N/A;N/A;AL-ABR;YEMEN;0;0;0;U;0;0;0;U;0
ODBT;N/A;N/A;BARAT;YEMEN;0;0;0;U;0;0;0;U;0
ODHD;HOD;N/A;HODEIDAH;YEMEN;0;0;0;U;0;0;0;U;0
ODHF;N/A;N/A;THUFF;YEMEN;0;0;0;U;0;0;0;U;0
ODHT;N/A;N/A;BIR-HAT;YEMEN;0;0;0;U;0;0;0;U;0
ODKM;N/A;N/A;KAMARAN;YEMEN;0;0;0;U;0;0;0;U;0
ODMB;N/A;N/A;MARIB;YEMEN;0;0;0;U;0;0;0;U;0
ODMC;N/A;N/A;MOKHA;YEMEN;0;0;0;U;0;0;0;U;0
ODMF;N/A;N/A;AL-MAFRAQ;YEMEN;0;0;0;U;0;0;0;U;0
ODMZ;N/A;N/A;HAZIR;YEMEN;0;0;0;U;0;0;0;U;0
ODOQ;N/A;N/A;AL-OQLAH;YEMEN;0;0;0;U;0;0;0;U;0
ODRM;N/A;N/A;RUMAH;YEMEN;0;0;0;U;0;0;0;U;0
ODSH;N/A;N/A;SAADAH;YEMEN;0;0;0;U;0;0;0;U;0
ODSN;SAH;N/A;SANAA;YEMEN;0;0;0;U;0;0;0;U;0
ODSQ;SCT;N/A;SOCOTRA;YEMEN;0;0;0;U;0;0;0;U;0
ODSU;N/A;N/A;SANAU;YEMEN;0;0;0;U;0;0;0;U;0
ODSY;N/A;N/A;SEEYOUN;YEMEN;0;0;0;U;0;0;0;U;0
ODTH;N/A;N/A;THAMUD;YEMEN;0;0;0;U;0;0;0;U;0
ODTZ;TAI;N/A;TAIZ;YEMEN;0;0;0;U;0;0;0;U;0
ODZM;N/A;N/A;AL-HAZM;YEMEN;0;0;0;U;0;0;0;U;0
OEAB;AHB;ABHA;ABHA;SAUDI ARABIA;18;14;24;N;42;39;20;E;2091
OEAH;LEA;AL AHSA;AL-AHSA;SAUDI ARABIA;25;17;3;N;49;29;10;E;180
OEBA;ABT;AL BAHA;EL-BAHA;SAUDI ARABIA;20;17;46;N;41;38;3;E;1673
OEBH;BHH;BISHA;BISHA;SAUDI ARABIA;19;59;2;N;42;37;22;E;1185
OEBQ;N/A;ABQAIQ;ABQAIQ;SAUDI ARABIA;25;54;41;N;49;35;29;E;70
OEDF;DMM;KING FAHD INTERNATIONAL;DAMMAM;SAUDI ARABIA;26;28;16;N;49;47;52;E;22
OEDR;DHA;KING ABDULAZIZ AB;DHAHRAN;SAUDI ARABIA;26;15;55;N;50;9;7;E;26
OEDW;N/A;N/A;DAWADMI;SAUDI ARABIA;0;0;0;U;0;0;0;U;0
OEGH;N/A;N/A;AL-GHAT;SAUDI ARABIA;0;0;0;U;0;0;0;U;0
OEGN;GIZ;JAZAN;GIZAN;SAUDI ARABIA;16;54;4;N;42;35;9;E;7
OEGS;ELQ;GASSIM;GASSIM;SAUDI ARABIA;26;18;10;N;43;46;28;E;649
OEGT;URY;GURIAT;GURIAT;SAUDI ARABIA;31;24;39;N;37;16;44;E;510
OEHL;HAS;HAIL;HAIL;SAUDI ARABIA;27;26;16;N;41;41;10;E;1016
OEHR;N/A;N/A;HARAD;SAUDI ARABIA;0;0;0;U;0;0;0;U;0
OEJB;N/A;JUBAIL;JUBAIL;SAUDI ARABIA;27;2;20;N;49;24;18;E;8
OEJF;N/A;KING FAISAL NAVAL BASE;JEDDAH;SAUDI ARABIA;21;20;53;N;39;10;22;E;3
OEJL;N/A;N/A;JUBAIL;SAUDI ARABIA;0;0;0;U;0;0;0;U;0
OEJN;JED;KING ABDULAZIZ INTERNATIONAL;JEDDAH;SAUDI ARABIA;21;40;46;N;39;9;23;E;15
OEKH;N/A;N/A;AL-BAYAAH;SAUDI ARABIA;0;0;0;U;0;0;0;U;0
OEKJ;N/A;N/A;AL-KHARJ;SAUDI ARABIA;0;0;0;U;0;0;0;U;0
OEKK;HBT;KING KHALED MILITARY CITY;KING KHALID MIL.CITY;SAUDI ARABIA;27;54;3;N;45;31;41;E;413
OEMA;MED;PRINCE MOHAMMAD BIN ABDULAZIZ;MADINAH;SAUDI ARABIA;24;33;12;N;39;42;18;E;656
OENG;EAM;NEJRAN;NEJRAN;SAUDI ARABIA;17;36;41;N;44;25;9;E;1214
OENR;N/A;N/A;NARIYA;SAUDI ARABIA;0;0;0;U;0;0;0;U;0
OEPA;AQI;QAISUMAH;HAFR AL-BATIN;SAUDI ARABIA;28;20;6;N;46;7;30;E;358
OEPC;N/A;PUMP STATION 3;PETROLINE 3;SAUDI ARABIA;25;10;28;N;47;29;18;E;531
OEPF;N/A;PUMP STATION 6;PETROLINE 6;SAUDI ARABIA;24;42;37;N;44;57;52;E;772
OEPJ;N/A;PUMP STATION 10;PETROLINE 10;SAUDI ARABIA;24;6;26;N;41;2;9;E;866
OERB;N/A;RABIGH;RABIGH;SAUDI ARABIA;22;42;9;N;39;4;11;E;7
OERF;RAH;RAFHA;RAFHA;SAUDI ARABIA;29;37;35;N;43;29;26;E;450
OERK;RUH;KING KHALED INTERNATIONAL;RIYADH;SAUDI ARABIA;24;57;27;N;46;41;55;E;625
OERM;N/A;RAS MISHAB;RASH MISHAB;SAUDI ARABIA;28;4;46;N;48;36;39;E;4
OERR;RAE;ARAR;ARAR;SAUDI ARABIA;30;54;26;N;41;8;18;E;553
OERT;N/A;RAS TANURA;RAS TANURA;SAUDI ARABIA;26;43;23;N;50;1;50;E;2
OESH;SHW;SHARURAH;SHARURAH;SAUDI ARABIA;17;28;0;N;47;7;16;E;721
OESK;AJO;AL JOUF;AL-JOUF;SAUDI ARABIA;29;47;6;N;40;6;0;E;690
OESL;SLF;SULAYEL;SULAYEL;SAUDI ARABIA;20;27;53;N;45;37;10;E;617
OETB;TUU;TABUK;TABUK;SAUDI ARABIA;28;21;55;N;36;37;8;E;778
OETF;TIF;TAIF;TAIF;SAUDI ARABIA;21;29;0;N;40;32;39;E;1478
OETH;N/A;THUMAMAH;THUMAMAH;SAUDI ARABIA;25;12;51;N;46;38;26;E;570
OETN;N/A;RAS TANAJIB;RAS TANAJIB;SAUDI ARABIA;27;52;8;N;48;46;6;E;10
OETR;TUI;TURAIF;TURAIF;SAUDI ARABIA;31;41;33;N;38;43;52;E;855
OEUM;N/A;N/A;UMM LEJJ;SAUDI ARABIA;0;0;0;U;0;0;0;U;0
OEWD;N/A;WADI AL DAWASIR;WADI-AL-DAWASIR;SAUDI ARABIA;20;30;15;N;45;11;58;E;629
OEWJ;EJH;WEJH;WEJH;SAUDI ARABIA;26;11;51;N;36;28;34;E;21
OEYN;YNB;YENBO;YENBO;SAUDI ARABIA;24;8;39;N;38;3;48;E;8
OEZL;N/A;N/A;ZULFI;SAUDI ARABIA;0;0;0;U;0;0;0;U;0
OIAA;ABD;ABADAN;ABADAN;IRAN;30;21;54;N;48;13;59;E;4
OIAB;N/A;N/A;BOOSTAN;IRAN;0;0;0;U;0;0;0;U;0
OIAD;N/A;DEZFUL;DEZFUL;IRAN;32;26;4;N;48;23;51;E;153
OIAG;N/A;AGHAJARI;AGHAJARI;IRAN;30;44;43;N;49;40;34;E;27
OIAH;N/A;GACHSARAN;GACHSARAN;IRAN;30;20;15;N;50;49;40;E;730
OIAI;QMJ;SHAHID ASYAEE;MASJED SOLEIMAN;IRAN;32;0;8;N;49;16;14;E;362
OIAJ;N/A;OMIDIYEH;OMIDYEH;IRAN;30;50;6;N;49;32;5;E;26
OIAK;N/A;N/A;HAFT-GEL;IRAN;0;0;0;U;0;0;0;U;0
OIAL;N/A;N/A;LALI;IRAN;0;0;0;U;0;0;0;U;0
OIAM;MRX;MAHSHAHR;BANDAR MAHSHAHR;IRAN;30;33;22;N;49;9;6;E;3
OIAN;N/A;N/A;ANDIMESHK;IRAN;0;0;0;U;0;0;0;U;0
OIAR;N/A;N/A;RAMHORMOZ;IRAN;0;0;0;U;0;0;0;U;0
OIAW;AWZ;AHWAZ;AHWAZ;IRAN;31;20;14;N;48;45;43;E;20
OIBA;N/A;ABUMUSA ISLAND;ABUMUSA I.;IRAN;25;52;33;N;55;1;58;E;8
OIBB;BUZ;BUSHEHR;BUSHEHR;IRAN;28;56;41;N;50;50;4;E;22
OIBC;N/A;N/A;DASTAK;IRAN;0;0;0;U;0;0;0;U;0
OIBD;N/A;N/A;BANDAR DEYLAM;IRAN;0;0;0;U;0;0;0;U;0
OIBF;N/A;N/A;FOROUZ I.;IRAN;0;0;0;U;0;0;0;U;0
OIBG;N/A;N/A;GANAVEH;IRAN;0;0;0;U;0;0;0;U;0
